"","pop","male_pop","white_pop","hisp_pop","med_age","black_pop","asian_pop","nonfluent_english_pop","pov","inc_under10","inc_10to15","inc_15to20","inc_20to25","inc_25to30","inc_30to35","inc_35to40","inc_40to45","inc_45to50","inc_50to60","inc_60to75","inc_75to100","inc_100to125","inc_125to150","inc_150to200","inc_over200","medianinc","ed_LThighschool","ed_college","year","whiteshare","hispshare","asianshare","blackshare","maleshare","nonfluentshare","LThighschoolshare","collegeshare","poverty_rate","zip_code"
"12424",32808,15576,11971,10502,40.4,3109,5466,2270,4096,504,726,415,461,576,431,426,428,186,832,1131,1629,1419,993,1581,1466,80677,1854,10136,2018,36.4880516947086,32.0104852475006,16.6605705925384,9.47634723238234,47.4762253108998,6.91904413557669,9.91549898384854,54.2090063108354,12.4847598146793,"90230"
"12425",14660,7093,7202,3619,40.6,815,2446,600,1267,392,224,152,234,77,228,187,176,231,444,584,901,591,379,589,1021,82164,569,5296,2018,49.1268758526603,24.6862210095498,16.6848567530696,5.5593451568895,48.3833560709413,4.09276944065484,6.27550457703761,58.4096172934819,8.64256480218281,"90232"
"12426",26205,12867,4825,18699,37.6,324,2151,4235,1774,295,179,119,94,183,338,124,289,317,458,755,1190,928,570,780,823,82722,2493,3962,2018,18.4125166952872,71.3566113337149,8.20835718374356,1.23640526617058,49.1013165426445,16.1610379698531,17.2645429362881,27.4376731301939,6.76970043884755,"90240"
"12427",44143,21976,6365,33037,36.1,1170,3267,7688,4777,408,345,437,416,492,680,620,1049,435,1020,1649,2194,1374,822,849,752,69308,4726,5831,2018,14.4190471875496,74.8408581202003,7.40094692250187,2.65047685929819,49.7836576580658,17.4161248669098,19.3752049852411,23.9053788127255,10.8216478263824,"90241"
"12428",42553,20394,5104,31680,34.4,2148,2906,7712,4554,467,478,204,400,474,631,546,513,446,1165,1530,1933,1371,664,737,644,66019,4402,5028,2018,11.9944539750429,74.4483350175076,6.82913073108829,5.04782271520222,47.9261156675205,18.123281554767,19.0653557971328,21.7766035774611,10.7019481587667,"90242"
"12429",16850,8117,10780,2178,38.7,638,1630,195,1306,193,94,182,113,177,242,168,139,168,410,732,768,670,616,773,1194,98813,322,5548,2018,63.9762611275964,12.9258160237389,9.67359050445104,3.78635014836795,48.1721068249258,1.15727002967359,3.25351116499949,56.0573911286248,7.75074183976261,"90245"
"12430",47531,23161,3297,23178,37.5,8830,11414,7472,8685,1221,963,997,781,858,1049,757,627,573,1171,1702,1932,1164,851,736,504,51386,5256,5764,2018,6.93652563590078,48.7639645704908,24.0138015190086,18.5773495192611,48.7281984389136,15.7202667732638,19.9870707685287,21.9188500589421,18.2722854558078,"90247"
"12431",11512,5664,1164,4785,42.6,1776,3596,1499,1279,104,215,116,173,132,189,203,221,141,383,379,465,283,223,296,299,62179,1050,1913,2018,10.1111883252259,41.5653231410702,31.2369701181376,15.4273801250869,49.2008339124392,13.0211952744962,16.5981662978185,30.2402782168827,11.1101459346769,"90248"
"12432",26587,12512,3564,9988,40.5,7441,4012,3132,3409,561,357,330,352,335,445,387,496,506,635,845,1095,827,599,560,454,59778,2805,3429,2018,13.4050475796442,37.5672321059164,15.0900816188363,27.9873622447061,47.0605935231504,11.7801933275661,19.7396199859254,24.1308937368051,12.8220558919773,"90249"
"12433",96836,47518,10865,52103,33.6,21874,7830,17461,14346,1662,1485,1399,1914,1546,1798,1555,2015,1543,2820,3553,3670,2845,1387,1462,1324,53303,11364,12244,2018,11.220000826139,53.8054029493164,8.08583584617291,22.5887066793341,49.0705935808997,18.0315172043455,21.2713387241689,22.9185384845762,14.8147383204593,"90250"
"12434",19650,10546,15174,1923,39,264,1219,208,1032,256,156,122,134,97,158,177,69,193,444,485,1012,859,647,1158,3012,137188,266,10386,2018,77.2213740458015,9.78625954198473,6.20356234096692,1.34351145038168,53.6692111959288,1.05852417302799,2.00800181173096,78.402657205405,5.25190839694656,"90254"
"12435",75560,37709,1109,73228,31.9,765,454,32345,18306,987,1187,1315,1619,1392,1151,1030,955,1040,1648,1780,2052,1194,504,430,216,42581,19992,2651,2018,1.46770778189518,96.9137109581789,0.600847008999471,1.01244044467972,49.9060349391212,42.8070407623081,51.2024587014983,6.78960174158023,24.2271042879831,"90255"
"12436",35161,17989,6098,21170,36.3,2736,4188,7324,4532,395,396,379,411,499,485,515,466,526,995,1342,1530,819,721,585,445,62047,4943,4295,2018,17.3430789795512,60.208754017235,11.9109240351526,7.7813486533375,51.161798583658,20.8298967606155,24.4787797751696,21.2697469420096,12.8892807371804,"90260"
"12437",70936,34586,1678,62168,29.8,5946,602,21464,14012,832,729,826,833,879,911,848,1067,888,1191,1719,2003,1256,602,667,300,49801,15370,2524,2018,2.36551257471524,87.6395624224653,0.848652306304274,8.38220367655351,48.7566256907635,30.2582609676328,41.6587613497764,6.84103537064643,19.7530168038796,"90262"
"12438",1846,766,784,365,19.8,87,481,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,21,2018,42.4702058504875,19.7724810400867,26.056338028169,4.71289274106176,41.4951245937161,0.162513542795233,0,77.7777777777778,0,"90263"
"12439",18389,9103,15008,1666,50,297,658,180,1220,330,237,95,101,172,68,162,46,97,203,532,689,503,576,810,2934,149202,277,6182,2018,81.6140083745718,9.05976398934146,3.57822611343738,1.61509598129316,49.5024199249551,0.978846049268584,2.83462955382726,63.2623823168236,6.63440100059818,"90265"
"12440",35573,17503,26441,2969,43.9,190,4255,194,1155,279,93,211,189,215,212,268,220,273,549,868,1315,1135,929,1506,5258,150083,286,14904,2018,74.3288449104658,8.34621763697186,11.9613189778765,0.534112950833497,49.2030472549405,0.545357434008939,1.51998299319728,79.2091836734694,3.24684451690889,"90266"
"12441",27454,13858,364,26897,29.7,100,68,11830,6974,378,460,428,539,676,509,366,247,257,670,575,671,407,236,200,60,39760,7184,776,2018,1.32585415604284,97.9711517447366,0.24768704013987,0.364245647264515,50.4771617979165,43.0902600713921,49.2189640997534,5.31652507536311,25.4024914402273,"90270"
"12442",22551,10753,18651,1120,47.7,100,1379,131,919,281,141,218,142,221,79,113,53,135,340,292,716,665,466,776,4370,194151,285,8682,2018,82.7058667021418,4.96652033169261,6.11502815839652,0.443439315329697,47.6830295774023,0.580905503081903,2.61804152121992,79.7538122358993,4.07520730787992,"90272"
"12443",25279,12090,15857,2338,51.1,282,5939,313,1212,279,140,67,99,134,145,104,215,149,316,410,742,701,664,1011,3913,162163,105,8807,2018,62.7279560109181,9.24878357529966,23.4938090905495,1.11555045690098,47.8262589501167,1.23818189010641,0.900128589798543,75.4993570510073,4.79449345306381,"90274"
"12444",42421,20180,22209,3793,49.7,754,13112,400,1781,499,178,394,279,362,349,167,229,295,773,903,1476,1512,1270,2199,4749,133156,488,14357,2018,52.353787039438,8.94132622993329,30.9092194903468,1.77742156007638,47.5707786237948,0.94292920958959,2.42641209228321,71.3852426412092,4.19839230569765,"90275"
"12445",34506,17127,23178,5138,44.1,892,3714,564,1880,536,478,394,329,275,486,355,376,220,765,1335,2167,1896,1301,1855,2956,102281,656,13177,2018,67.1709267953399,14.8901640294442,10.7633455051295,2.58505767112966,49.6348461137194,1.63449834811337,3.19252481993381,64.1278956589449,5.44832782704457,"90277"
"12446",40649,20964,23019,7251,39.3,1441,5860,1068,1637,356,329,388,300,308,371,325,356,255,608,1226,1684,1453,1411,2345,3639,118000,738,14897,2018,56.6286993529976,17.838077197471,14.4160987970184,3.54498265639991,51.5732244335654,2.62737090703338,2.97796787991284,60.1121781938504,4.02715933971315,"90278"
"12447",95103,46470,2954,90380,31.6,806,711,36245,17809,980,1216,1315,1490,1504,1379,1521,1425,1055,2505,2284,3106,1850,858,986,452,50246,19241,4827,2018,3.10610601137714,95.0338054530351,0.747610485473644,0.847502181844947,48.8628118986783,38.1113108945039,39.2377184574913,9.84358749515672,18.7260128492266,"90280"
"12448",5371,2598,4540,312,46.1,135,246,32,328,99,0,29,43,51,32,34,14,84,112,171,327,178,217,298,547,118667,29,2044,2018,84.5280208527276,5.80897412027555,4.58015267175572,2.51349841742692,48.3708806553714,0.595792217464159,0.960582974494866,67.7045379264657,6.10687022900763,"90290"
"12449",27525,14223,18749,5235,37.7,1566,867,1083,2818,815,514,455,385,295,514,386,367,224,598,1042,1554,958,907,1676,2922,91779,940,12765,2018,68.1162579473206,19.0190735694823,3.14986376021798,5.68937329700272,51.6730245231608,3.93460490463215,5.06329113924051,68.758416374899,10.2379654859219,"90291"
"12450",22490,11665,15983,1944,40.2,1684,2110,331,2642,424,569,145,423,323,166,302,303,191,624,778,1110,1655,1118,1486,2764,109268,298,10524,2018,71.067140951534,8.64384170742552,9.38194753223655,7.48777234326367,51.8674966651845,1.47176522899066,1.94415448851775,68.6586638830898,11.7474433081369,"90292"
"12451",12694,6171,7819,1627,38.6,909,1755,183,744,298,107,163,192,173,181,150,173,254,389,461,617,1009,544,728,1240,103874,125,6109,2018,61.596029620293,12.8170789349299,13.8254293366945,7.16086340003151,48.6135181975737,1.44162596502285,1.4333218667584,70.0493062722165,5.86103671025681,"90293"
"12452",37291,18288,1487,22154,34.9,12133,717,8579,7321,1040,829,694,721,772,743,586,802,574,1343,1108,1408,717,327,335,137,44135,5438,2813,2018,3.98755731946046,59.4084363519348,1.92271593682122,32.5360006435869,49.0413236437746,23.0055509372235,27.3403720462544,14.1427853192559,19.6320828081843,"90301"
"12453",30828,14160,1906,14114,34.2,13514,647,5508,6366,1025,553,488,692,676,618,546,573,455,936,1203,1064,894,474,279,417,47863,3219,4961,2018,6.18269106007526,45.7830543661606,2.09874140391852,43.8367717659271,45.9322693655119,17.866874270144,18.5244863900558,28.5492317431087,20.650058388478,"90302"
"12454",24693,11821,646,15033,32.9,8312,388,5606,4449,284,536,465,304,307,455,482,400,305,629,886,855,451,314,249,222,50438,4009,1600,2018,2.61612602761916,60.8796015064998,1.57129550884866,33.661361519459,47.8718665208764,22.7027902644474,31.1669128508124,12.4387778900723,18.0172518527518,"90303"
"12455",25591,12902,488,23296,29.6,881,692,9187,5678,217,271,375,698,427,482,441,333,226,635,741,806,320,256,126,76,44574,6272,1171,2018,1.90692040170372,91.0320034387089,2.70407565159626,3.44261654487906,50.4161619319292,35.8993396115822,45.7476294675419,8.54121079504012,22.1874877886757,"90304"
"12456",15397,7020,421,1951,45.6,12365,169,587,1683,287,225,178,247,142,284,189,186,229,451,599,769,596,600,537,427,74009,611,3229,2018,2.73429888939404,12.6712996038189,1.09761641878288,80.3078521789959,45.5932973955965,3.81243099305059,6.71945452545914,35.510832508523,10.9307007858674,"90305"
"12457",7256,3632,4891,866,37.3,650,563,81,964,341,317,307,124,87,215,134,97,95,395,244,446,312,383,608,544,72872,140,3506,2018,67.4062844542448,11.9349503858875,7.75909592061742,8.95810363836825,50.0551267916207,1.11631753031974,2.7972027972028,70.0499500499501,13.2855567805954,"90401"
"12458",11866,5740,9350,981,48.3,96,930,93,638,229,136,109,148,79,68,107,78,122,170,178,331,412,297,430,1980,147111,46,4402,2018,78.7965616045845,8.26731838867352,7.83751896173942,0.80903421540536,48.3735041294455,0.783751896173942,0.788616492370993,75.4671695525459,5.37670655654812,"90402"
"12459",24354,11396,17983,2165,39.3,434,2357,270,1954,690,475,603,273,272,368,209,125,257,620,768,1458,1110,1319,1679,2692,107335,181,12490,2018,73.8400262790507,8.8897101092223,9.67808162930114,1.78204812351154,46.7931345980126,1.10864745011086,1.14044483649423,78.6969945183038,8.023322657469,"90403"
"12460",22819,11391,10507,6443,38,1722,3104,2022,2970,594,484,205,408,226,446,356,316,325,782,797,1271,992,734,826,1142,75221,1118,8061,2018,46.044962531224,28.2352425610237,13.6026995047986,7.54634295981419,49.9189272097813,8.8610368552522,8.27902843601896,59.6934241706161,13.0154695648363,"90404"
"12461",28115,14139,18246,4498,40.6,1170,2291,928,3022,814,727,496,350,384,510,523,407,254,431,1045,1614,1392,964,1282,2836,94446,724,12683,2018,64.8977414191713,15.9985772719189,8.14867508447448,4.16147963720434,50.2898808465232,3.30072914814156,4.04446678956483,70.8507904586336,10.7487106526765,"90405"
"12462",42335,20508,9438,17538,37.1,2635,10741,5262,6465,800,557,636,652,424,592,472,438,586,1073,1224,2189,1385,991,1204,1021,70671,3506,8632,2018,22.2936104877761,41.4267154836424,25.3714420692099,6.22416440297626,48.44218731546,12.4294319121294,14.8464958712683,36.5530383230997,15.2710523207748,"90501"
"12463",18188,9158,2703,7149,42.6,1265,6552,2114,2239,274,191,178,211,178,303,226,316,147,406,748,806,626,563,514,324,69824,1324,3626,2018,14.8614471079833,39.3061359137893,36.0237519243457,6.95513525401364,50.3518803606774,11.6230481636244,13.3065326633166,36.4422110552764,12.3103144930724,"90502"
"12464",44908,21825,18073,5356,40.7,979,18280,691,3163,743,358,487,654,532,361,638,586,474,1053,1355,1882,1853,1394,1987,2381,90102,1016,15058,2018,40.2444998663935,11.9266055045872,40.7054422374633,2.18001246993854,48.599358688875,1.53870134497194,4.03767436315225,59.8418312601836,7.04328850093524,"90503"
"12465",33721,16566,8814,8559,40.8,1170,13285,1576,3239,578,352,296,417,390,402,333,409,499,662,810,1367,1473,922,1364,1285,86563,1350,8446,2018,26.1380148868658,25.3818095548768,39.3968150410723,3.46964799383174,49.1266569793304,4.67364550280241,7.28076798619351,45.5506417862151,9.60529047181282,"90504"
"12466",37641,18656,16191,4966,42.1,901,13826,490,1786,392,286,383,506,374,437,508,466,323,637,1034,2019,1439,1545,1503,2237,96827,476,12024,2018,43.0142663584921,13.1930607582158,36.7312239313515,2.39366648069924,49.5629765415372,1.30177200393188,2.3801190059503,60.1230061503075,4.74482612045376,"90505"
"12467",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90506"
"12468",33058,16097,6328,23418,38.2,389,2607,3578,3151,448,329,385,415,446,389,569,468,406,697,1039,1622,1188,831,1006,859,74296,1835,4975,2018,19.1421138604876,70.8391312239095,7.8861395123722,1.17671970476133,48.6932058805735,10.8234012946942,10.2847214437843,27.8836453312409,9.53173210720552,"90601"
"12469",25981,12659,4616,19556,32.8,487,956,3749,4299,313,476,317,514,542,414,522,495,193,511,670,942,495,463,545,357,51237,2273,2512,2018,17.7668296062507,75.2703899003118,3.67961202417151,1.87444671105808,48.7240675878527,14.42977560525,17.0185684336628,18.8080263551962,16.5467072091144,"90602"
"12470",21299,10825,7724,11828,40.4,185,1138,1014,1197,340,182,112,138,242,106,164,238,120,360,537,888,947,850,780,655,98181,611,3834,2018,36.2646133621297,55.5331236208273,5.34297384853749,0.868585379595286,50.823982346589,4.76078689140335,5.50252161383285,34.5280979827089,5.6199821587868,"90603"
"12471",42063,20230,9616,28693,35.8,483,2510,5487,3755,361,426,436,491,386,495,450,433,503,947,1506,1854,1309,1005,1220,473,70877,3010,4193,2018,22.8609466752253,68.2143451489433,5.96723961676533,1.14827758362456,48.0945248793476,13.0447186363312,13.3097501658191,18.5407915100597,8.92708556213299,"90604"
"12472",40957,20081,6522,31319,34.1,364,1691,6651,4691,435,267,342,451,351,397,448,248,476,729,1001,1409,1354,791,1012,677,75575,3983,4045,2018,15.9240178724028,76.4680030275655,4.12872036526113,0.888736968039651,49.0294699318798,16.2389823473399,18.3294983893235,18.6148182236539,11.4534755963572,"90605"
"12473",32803,16509,2886,28573,36.4,309,589,7574,2950,286,224,365,374,333,396,389,411,351,657,933,1407,1071,486,802,408,70640,3994,2955,2018,8.79797579489681,87.1048379721367,1.79556747858428,0.941987013382922,50.3277139286041,23.0893515836966,22.3954244701133,16.5694740383537,8.99307990122855,"90606"
"12474",46842,22554,13885,15643,38.1,1034,14618,4293,4083,456,291,443,256,276,518,451,433,335,993,1098,1834,1808,1355,1352,1192,88082,3052,8257,2018,29.6422014431493,33.395243584817,31.2070364203066,2.20742069083301,48.1490969642628,9.16485205584732,12.0266382945187,32.5373369586634,8.71653644165493,"90620"
"12475",35398,18213,6016,15878,34.3,1465,11274,6554,6982,619,410,244,644,392,530,469,381,443,861,1362,1205,671,583,741,617,60799,4081,5804,2018,16.9953104695181,44.8556415616702,31.8492570201706,4.13865190123736,51.4520594383864,18.5151703486073,20.7811386088196,29.5549444953661,19.7242782078084,"90621"
"12476",15813,7792,4059,2749,43.2,896,7462,474,767,127,78,95,128,123,167,204,169,151,224,316,704,416,647,691,712,99576,629,4394,2018,25.6687535571998,17.3844305318409,47.1890216910137,5.66622399291722,49.2759122241194,2.99753367482451,7.26327944572748,50.7390300230947,4.85043951179409,"90623"
"12477",49169,23902,18628,9566,41.8,1883,16888,1561,2826,446,288,324,261,288,455,530,459,368,788,1586,2930,1877,1669,1890,1768,92073,1590,11871,2018,37.8856596636092,19.4553478817954,34.3468445565295,3.82964876243161,48.6119302812748,3.17476458744331,5.96063730084349,44.5023430178069,5.74752384632594,"90630"
"12478",69502,33901,19980,39263,36.8,681,8589,10216,7281,754,589,617,733,562,767,865,710,596,1698,2117,3085,2570,1868,1641,2160,79500,5872,10966,2018,28.7473741762827,56.4918995136831,12.3579177577624,0.979827918621047,48.7770136111191,14.698857586832,15.8415841584158,29.5842663285402,10.4759575264021,"90631"
"12479",49383,23994,16276,20698,39.1,1039,9987,4238,3157,459,492,512,437,324,401,418,469,541,898,1374,1879,1791,1375,1584,1508,87429,1918,8297,2018,32.9587104874147,41.9132089990483,20.2235587145374,2.10396290221331,48.5875706214689,8.58190065407124,7.77462505066883,33.6319416295095,6.39288824089262,"90638"
"12480",63177,30747,4524,49258,36.1,840,8479,13309,8396,824,1039,1170,1320,999,940,934,750,978,1905,1862,2335,1689,927,978,640,53615,7553,6704,2018,7.16083384776105,77.968247938332,13.4210234737325,1.32959779666651,48.6680279215537,21.066210804565,22.9184367034834,20.342274547882,13.2896465485857,"90640"
"12481",105886,52976,10990,74241,35.4,4493,14859,20730,13411,1032,932,1147,1028,1060,977,1042,845,1144,2598,3383,4355,3219,1890,1717,811,66453,12644,10358,2018,10.3790869425609,70.1140849592958,14.0330166405379,4.24324273275032,50.0311655931851,19.5776589917458,22.3088730878487,18.2754909398874,12.6655081880513,"90650"
"12482",63380,30971,3348,57451,36.6,535,1778,13381,6257,806,598,790,744,499,732,706,724,678,1204,2143,2587,1841,968,1078,568,65617,7283,4714,2018,5.28242347743768,90.6453139791732,2.80530135689492,0.844114862732723,48.8655727358788,21.112338277059,22.1172826384038,14.3156488201889,9.87219943199748,"90660"
"12483",16578,7926,2035,12341,37.1,718,1160,2401,2112,363,240,217,170,220,248,95,147,148,382,455,593,567,423,358,242,67500,1124,1707,2018,12.2753046205815,74.4420316081554,6.99722523826758,4.33104113885873,47.8103510676801,14.4830498250694,12.8677733257012,19.5420721236405,12.7397756062251,"90670"
"12484",30321,14772,6331,14394,35.1,419,8383,4947,6016,487,425,429,401,386,378,385,479,326,831,808,1152,718,551,639,264,58402,4526,2765,2018,20.8799182085024,47.4720490748986,27.6475050295175,1.38188054483691,48.7187098050856,16.3154249530029,27.7583563324134,16.9579883471328,19.8410342666799,"90680"
"12485",16858,8145,2821,6689,38.8,482,6312,1650,1659,193,112,176,218,188,264,242,214,180,371,636,515,512,188,338,255,63792,1568,3001,2018,16.7338948867007,39.6784909241903,37.4421639577649,2.85917665203464,48.3153398979713,9.7876379167161,16.5996188863011,31.7700614016515,9.84102503262546,"90701"
"12486",50963,24952,7559,7226,45.1,3740,30359,1022,2699,459,195,495,341,411,397,379,465,442,830,1415,2040,1835,1338,2113,2398,98934,1140,14240,2018,14.83232933697,14.1789141141613,59.570668916665,7.33865745737103,48.9610109294979,2.00537644958107,4.45939602566109,55.7033328117666,5.29599905814022,"90703"
"12487",3922,1955,1629,2226,39.8,1,2,515,611,102,25,74,78,95,29,80,83,20,14,281,207,206,102,41,125,69828,263,360,2018,41.5349311575727,56.7567567567568,0.0509943906170321,0.0254971953085161,49.8470168281489,13.1310555838858,12.1365943700969,16.6128287955699,15.5787863335033,"90704"
"12488",77529,38057,12698,43166,34.1,9801,9908,10771,10650,810,1528,1053,1159,1276,1124,1257,1329,1090,1993,2403,3325,2105,1311,1010,744,55729,8215,7402,2018,16.3783874421184,55.6772304557004,12.7797340350063,12.6417211624037,49.0874382489133,13.8928658953424,20.2265172965653,18.2247937953958,13.7367952637078,"90706"
"12489",28185,13484,5016,12727,37.6,3666,5681,4038,5039,510,506,446,496,380,376,434,297,363,787,821,1189,785,613,718,441,59817,3376,3973,2018,17.7967003725386,45.1552244101472,20.1561114067767,13.0069185737094,47.8410502040092,14.3267695582757,22.3295191480918,26.2781930021827,17.8783040624446,"90710"
"12490",31063,14987,10903,10649,39,3010,5780,1269,1686,307,269,163,160,209,405,355,298,329,519,1048,1649,1631,1105,1141,865,91242,995,5788,2018,35.0996362231594,34.2819431477964,18.607346360622,9.68998486945884,48.2471107104916,4.08524611273863,5.68636415590353,33.0780660646931,5.42767923252744,"90712"
"12491",29061,14312,13813,8335,38.9,1547,3591,762,1199,269,114,343,203,241,226,140,243,294,450,751,1353,1002,1237,1491,910,100132,1015,5298,2018,47.5310553662985,28.6810502047417,12.3567668008671,5.32328550290768,49.2481332369843,2.62207081655827,6.25616370808678,32.655325443787,4.12580434258973,"90713"
"12492",20136,9624,3899,8395,36.2,1512,5872,2052,2255,230,229,253,119,208,225,327,299,172,365,611,914,804,457,578,203,72616,1708,3286,2018,19.3633293603496,41.691497814859,29.1617004370282,7.50893921334923,47.7949940405244,10.1907032181168,15.1043509020163,29.0590732224973,11.1988478347239,"90715"
"12493",14344,7173,849,11019,31.5,780,1481,4158,3323,225,294,286,384,271,121,164,155,137,371,450,383,269,154,82,63,45150,2522,738,2018,5.91885108756274,76.8195761293921,10.3248745119911,5.43781372002231,50.0069715560513,28.9877300613497,34.8969143489691,10.2117061021171,23.1664807585053,"90716"
"12494",21696,10601,8768,7571,39.7,1045,3347,1544,2692,489,467,325,316,237,229,480,323,243,711,787,952,1034,555,739,628,69150,1567,4425,2018,40.4129793510324,34.8958333333333,15.4268067846608,4.81655604719764,48.8615412979351,7.1165191740413,12.7918367346939,36.1224489795918,12.4078171091445,"90717"
"12495",22389,10779,13400,4188,43,724,2909,251,1491,241,166,163,198,268,241,252,159,197,508,574,956,875,720,910,1494,101484,550,6670,2018,59.8508195989102,18.7056143641967,12.992987627853,3.23373084997097,48.1441779445263,1.12108624771093,4.69163183485456,56.8966987972362,6.65952030014739,"90720"
"12496",54776,27261,2649,44273,30.6,5583,1572,13770,10174,864,788,475,756,999,588,769,780,692,1354,1948,2387,1048,493,315,196,53031,9457,3265,2018,4.83605958814079,80.8255440338835,2.86987001606543,10.1924200379728,49.7681466335621,25.138746896451,33.8499534683943,11.6865917388503,18.5738279538484,"90723"
"12497",61850,31170,17463,34988,36.1,4277,2725,8649,11847,1588,1473,1349,1058,1098,1228,1117,1071,1116,1406,1916,2260,2031,1029,1341,1543,51161,6812,7621,2018,28.234438156831,56.5691188358933,4.40582053354891,6.91511721907841,50.3961196443007,13.983831851253,20.3052342911649,22.7167044235126,19.1544058205335,"90731"
"12498",22273,10375,11257,6543,45.6,1084,2640,726,1216,239,164,309,172,261,345,252,396,145,532,666,785,1003,842,1061,1350,99519,865,4959,2018,50.5410137835047,29.3763749831635,11.8529160867418,4.86687918107125,46.5810622727069,3.25955192385399,7.37865734027126,42.3014586709887,5.45952498540834,"90732"
"12499",24494,11512,17251,3183,58.3,519,2540,311,1504,561,543,539,599,924,473,422,335,503,876,899,1386,1013,712,1144,1586,67970,261,6222,2018,70.4294929370458,12.9950191883727,10.369886502817,2.11888625785907,46.9992651261533,1.26969870172287,2.42002781641168,57.6912378303199,6.14027925206173,"90740"
"12500",699,367,576,78,51.3,0,10,0,34,17,0,5,0,5,11,0,33,17,41,46,86,15,28,47,37,81667,6,180,2018,82.4034334763949,11.1587982832618,1.43061516452074,0,52.5035765379113,0,1.3986013986014,41.958041958042,4.86409155937053,"90742"
"12501",267,148,222,15,55.1,6,15,4,26,0,13,0,0,0,0,0,5,0,0,5,7,10,19,16,44,150208,0,119,2018,83.1460674157303,5.61797752808989,5.61797752808989,2.24719101123596,55.4307116104869,1.49812734082397,0,74.8427672955975,9.73782771535581,"90743"
"12502",57206,28854,2332,51389,30.2,1387,1658,17083,12322,660,857,809,943,924,1056,955,834,652,1238,1580,1742,979,532,534,343,47776,12101,2231,2018,4.07649547250288,89.8314862077405,2.89829738139356,2.42457084921162,50.4387651644932,29.8622522113065,42.252094972067,7.78980446927374,21.5396986330105,"90744"
"12503",56821,27739,4083,25059,38.6,4169,20624,7201,5824,544,716,464,524,512,448,530,560,439,1157,1557,2232,1744,1300,1372,1040,76551,5858,8250,2018,7.18572358811003,44.1016525580331,36.2964396965911,7.33707608102638,48.8182186163566,12.6731314126819,19.2983034096524,27.1783890627574,10.249731613312,"90745"
"12504",26996,12989,1854,5036,42.2,17048,1886,1529,2406,270,190,191,321,245,228,253,126,275,559,873,1193,979,889,746,821,84523,1724,4653,2018,6.86768410134835,18.6546154985924,6.98622018076752,63.1500963105645,48.1145354867388,5.66380204474737,12.4927536231884,33.7173913043478,8.91243147132909,"90746"
"12505",0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90747"
"12506",11555,5367,3233,3848,36.8,1330,2754,600,1563,235,152,228,170,82,196,179,67,212,342,423,635,596,445,182,463,75461,927,2884,2018,27.9792297706621,33.3016010385115,23.8338381652964,11.5101687581134,46.4474253569883,5.19255733448724,13.3592736705577,41.5621847528462,13.5266118563392,"90755"
"12507",39453,20958,14909,13996,36,5612,3247,3658,7271,1620,1313,1038,981,1017,975,906,932,968,1563,2162,2922,1425,925,1198,804,53358,3173,10889,2018,37.7892682432261,35.4751222974172,8.23004587737308,14.2245203153119,53.1214356322713,9.27179175221149,11.8718898492161,40.7415721929135,18.4295237371049,"90802"
"12508",32389,16004,22304,4822,44.3,1520,2606,358,2856,701,334,402,569,459,469,486,545,693,1111,1532,2249,1930,1335,1811,2321,87870,970,11352,2018,68.8628855475624,14.8877705393807,8.0459415233567,4.69295131063015,49.4118373521875,1.1053135323721,4.76892822025565,55.811209439528,8.81780851523665,"90803"
"12509",39344,19256,10391,17036,31.9,4855,5900,3910,8395,1119,1114,728,830,558,878,721,869,738,1578,1319,1911,953,684,508,558,49860,4841,6732,2018,26.4106344042294,43.3001220008133,14.995933306222,12.3398739324929,48.9426596177308,9.93798291988613,21.2650999341094,29.5717109598067,21.3374339162261,"90804"
"12510",96708,46972,7469,56877,30.9,19176,10491,15584,20662,1854,1434,1353,1592,1430,1625,1400,1520,1453,2173,2548,3716,2348,1015,1087,486,49370,12962,6601,2018,7.72324936923522,58.8131281796749,10.8481201141581,19.8287628738057,48.5709558671465,16.114488977127,25.8438839597248,13.1612002791347,21.3653472308392,"90805"
"12511",42817,20865,3931,22163,33,6988,8638,6041,9583,681,935,561,809,1166,758,491,598,415,1189,1298,1482,833,631,576,398,49962,7338,3704,2018,9.18093280706262,51.7621505476797,20.1742298619707,16.3206203143611,48.7306443702268,14.108881986127,32.327415304639,16.3178994669369,22.3812971483289,"90806"
"12512",32067,15847,11806,8275,41.4,5403,5186,1098,2119,486,444,298,444,566,507,458,463,328,914,1199,1659,1384,737,1499,1258,77488,1269,7726,2018,36.8166651074313,25.8053450587832,16.1723890604048,16.8490972027318,49.418405214083,3.4240808307606,6.91025920278806,42.0714441298192,6.60803941746967,"90807"
"12513",38860,18819,22106,9138,43,2174,3807,564,2270,564,228,381,285,278,140,211,337,241,533,1023,2045,1592,1508,2056,2545,109918,1047,10264,2018,56.8862583633556,23.5151827071539,9.79670612454967,5.59444158517756,48.4276891405044,1.45136387030365,4.69759511844939,46.0516870064609,5.84148224395265,"90808"
