"","Application.Number","Current.Application.Status","Program.Administrator","Utility","Low.Income.Program.Type","Program","First.Reservation.Request.Review.Date","First.Confirmed.Reservation.Date","First.Incentive.Claim.Request.Review.Date","First.Completed.Date","Incentive.Amount","Total.System.Cost","Incentive.Design.Description","Nameplate.Rating..KW.","CEC.PTC.Rating..KW.","Design.Factor","Host.Customer.Physical.Address.City","Host.Customer.Physical.Address.County","Host.Customer.Physical.Address.State","Host.Customer.Physical.Address.Zip.Code","Solar.Contractor.Company","Third.Party.Owned"
"3015","08948","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/28/2012","2/21/2013","5/28/2013","6/17/2013",35132.14,35132.14,"$6 AC",6.72,5.899,0.93604,"Tulare","Tulare","CA","93274","GRID Alternatives","no"
"3016","08949","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/11/2012","2/1/2013","2/28/2013","5/1/2013",11880.53,11880.53,"$7 AC",2.64,2.296,0.90967,"Porterville","Tulare","CA","93257","","no"
"3017","08951","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/28/2012","11/13/2012","12/31/2012","2/5/2013",13312.95,13312.95,"$7 AC",3.08,2.679,0.93976,"Goshen","Tulare","CA","93227","","no"
"3018","08952","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/12/2014","10/22/2014","12/23/2014","1/6/2015",20591.45,20591.45,"$6 AC",4.08,3.515,0.953,"Orland","Glenn","CA","95963","","no"
"3019","08955","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/7/2012","7/27/2013","9/30/2013","10/17/2013",16406.5,21414.02,"$4.75 AC",3.924,3.454,0.88932,"San Jose","Santa Clara","CA","95122","","no"
"3020","08958","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/28/2012","1/31/2013","3/26/2013","5/1/2013",17491.12,17491.12,"$7 AC",4.4,3.827,0.975,"Porterville","Tulare","CA","93257","","no"
"3021","08961","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","6/12/2013","11/1/2013","1/31/2014","2/21/2014",21517.02,21517.02,"$7 AC",5.39,4.68,0.9108,"Oroville","Butte","CA","95965","","no"
"3022","08965","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/1/2012","1/9/2013","2/28/2013","3/11/2013",27650,27650,"$7 AC",4.5,3.95,1,"San Diego","San Diego","CA","92114","GRID Alternatives","no"
"3023","08966","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/8/2013","1/9/2014","3/31/2014","4/30/2014",12526.43,12526.43,"$7 AC",2.45,2.127,0.8804,"Orland","Glenn","CA","95963","","no"
"3024","08967","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/5/2012","2/27/2013","5/30/2013","6/20/2013",30423.42,30423.42,"$7 AC",4.9,4.352,0.9728,"Los Angeles","Los Angeles","CA","90059","","no"
"3025","08973","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/22/2013","2/12/2014","11/26/2014","12/17/2014",26397,26649.97,"$7 AC",4.27,3.771,0.9896,"Hanford","Kings","CA","93230","","no"
"3026","08974","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/2/2012","2/5/2013","5/30/2013","6/24/2013",26463.12,26463.12,"$7 AC",4.32,3.781,0.9,"Hawthorne","Los Angeles","CA","90250","","no"
"3027","08976","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/27/2012","12/12/2012","3/31/2013","5/2/2013",14705.47,14705.47,"$6.50 AC",2.695,2.329,0.9576,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"3028","08977","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/2/2012","11/20/2012","5/30/2013","6/20/2013",16596,16596,"$6 AC",3.185,2.766,0.9885,"Oxnard","Ventura","CA","93030","GRID Alternatives","no"
"3029","08983","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/1/2012","3/21/2013","6/30/2013","7/8/2013",11385.16,11385.16,"$6 AC",2.25,1.955,0.8718,"San Diego","San Diego","CA","92102","GRID Alternatives","no"
"3030","08984","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/8/2012","3/7/2013","3/31/2013","4/12/2013",16666,16666,"$6.5 AC",3.185,2.564,0.99278,"El Cajon","San Diego","CA","92061","GRID Alternatives","no"
"3031","08988","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/19/2012","1/7/2014","1/31/2014","2/28/2014",20897.9,20897.9,"$7 AC",5.39,4.68,0.99081,"Hamilton City","Glenn","CA","95951","","no"
"3032","08989","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","9/27/2012","12/12/2012","2/28/2013","3/22/2013",20092.16,20092.16,"$6.50 AC",3.68,3.148,0.9501,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"3033","08992","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/20/2012","3/11/2013","4/30/2013","5/22/2013",22143.72,22143.72,"$7.00 AC",4.6,4.028,0.9824,"Desert Hot Springs","Riverside","CA","92240","","no"
"3034","08993","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/19/2013","4/1/2014","6/26/2014","7/11/2014",21503.31,21503.31,"$6 AC",5.39,4.68,0.98945,"Red Bluff","Tehama","CA","96080","","no"
"3035","09019","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/20/2012","12/7/2012","2/28/2013","3/11/2013",19623.74,19623.74,"$7 AC",3.29,2.853,0.9699,"San Diego","San Diego","CA","92114","","no"
"3036","09021","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/18/2012","1/31/2013","4/30/2013","5/14/2013",16059.04,16059.04,"$6.5 AC",3,2.618,0.9839,"Greenfield","Monterey","CA","93927","GRID Alternatives","no"
"3037","09023","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/4/2012","1/8/2013","6/24/2013","7/9/2013",15441.05,15441.05,"$6 AC",3.06,2.654,0.9062,"Piru","Ventura","CA","93040","GRID Alternatives","no"
"3038","09024","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/15/2012","3/8/2013","4/30/2013","5/10/2013",14868,14868,"$7 AC",2.45,2.124,0.9961,"El Cajon","San Diego","CA","92061","GRID Alternatives","no"
"3039","09025","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/1/2012","11/13/2012","2/20/2013","2/27/2013",15340.94,15340.94,"$6.50 AC",3.055,2.65,0.96,"San Francisco","San Francisco","CA","94134","","no"
"3040","09030","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/5/2012","10/10/2012","2/28/2013","6/19/2013",12841.5,14980.11,"$5.25 AC",2.82,2.446,0.95421,"Los Angeles","Los Angeles","CA","90059","","no"
"3041","09031","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/1/2012","4/12/2013","5/24/2013","6/3/2013",13537.2,13537.2,"$6.00 AC",2.695,2.34,0.93971,"Richmond","Contra Costa","CA","94804","","no"
"3042","09033","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/4/2012","12/12/2012","3/31/2013","4/22/2013",18770.98,18770.98,"$6.50 AC",3.36,2.941,0.916,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"3043","09034","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","11/2/2012","2/14/2013","4/22/2013","4/26/2013",21034.43,21034.43,"$7.00 AC",3.68,3.2,0.9407,"Richmond","Contra Costa","CA","94801","","no"
"3044","09036","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/9/2012","2/27/2013","4/30/2013","5/3/2013",20400,20400,"$6 AC",3.92,3.4,0.9983,"El Cajon","San Diego","CA","92061","GRID Alternatives","no"
"3045","09038","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","3/21/2013","9/21/2013","5/28/2014","6/24/2014",25095,25095,"$5.25 AC",5.5,4.78,0.94142,"Barstow","San Bernardino","CA","92311","GRID Alternatives","no"
"3046","09040","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/31/2012","2/11/2013","4/22/2013","4/26/2013",14358.94,14358.94,"$7 AC",2.88,2.473,0.98274,"Hopland","Mendocino","CA","95449","GRID Alternatives","no"
"3047","09041","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/8/2012","10/14/2013","1/31/2013","2/19/2013",17819.31,17819.31,"$7 AC",2.94,2.553,0.9187,"San Diego","San Diego","CA","92114","","no"
"3048","09043","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/8/2012","3/7/2013","5/30/2013","6/20/2013",13482,13482,"$7 AC",2.22,1.926,0.9854,"La Puente","Los Angeles","CA","91744","GRID Alternatives","no"
"3049","09044","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/9/2012","1/11/2013","4/17/2013","5/2/2013",10388,10388,"$7 AC",1.71,1.484,0.96678,"Piru","Ventura","CA","93040","GRID Alternatives","no"
"3050","09045","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/6/2012","5/2/2013","7/31/2013","8/16/2013",27193.53,27193.53,"$6 AC",5.39,4.683,0.97698,"Valley Center","San Diego","CA","92082","GRID Alternatives","no"
"3051","09046","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/9/2012","5/6/2013","7/31/2013","8/9/2013",31725.79,31725.79,"$7 AC",5.39,4.683,0.97787,"Valley Center","San Diego","CA","92082","GRID Alternatives","no"
"3052","09047","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/20/2012","4/30/2013","7/31/2013","8/16/2013",27193.53,27193.53,"$6 AC",5.39,4.683,0.98531,"Valley Center","San Diego","CA","92082","GRID Alternatives","no"
"3053","09048","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/28/2012","5/7/2013","8/21/2013","8/21/2013",31725.79,31725.79,"$7 AC",5.39,4.683,0.91504,"Valley Center","San Diego","CA","92082","GRID Alternatives","no"
"3054","09053","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/15/2012","3/8/2013","4/30/2013","5/10/2013",11100.75,11100.75,"$4.75 AC",2.695,2.337,0.93389,"El Cajon","San Diego","CA","92082","GRID Alternatives","no"
"3055","09055","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/10/2012","12/1/2012","8/26/2013","9/11/2013",9528.5,10913.59,"$4.75 AC",2.35,2.006,0.96183,"South Gate","Los Angeles","CA","90280","","no"
"3056","09060","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/10/2012","10/14/2013","5/23/2013","5/30/2013",20635.57,20635.57,"$7 AC",4.9,4.255,0.9953,"San Diego","San Diego","CA","92114","","no"
"3057","09062","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/15/2013","3/1/2013","4/17/2013","5/2/2013",13475.27,13475.27,"$7 AC",3.36,2.915,0.98956,"Goshen","Tulare","CA","93274","","no"
"3058","09063","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/8/2012","3/5/2013","6/30/2013","7/11/2013",19049.03,19049.03,"$7 AC",4.05,3.537,0.9839,"Soledad","Monterey","CA","93960","","no"
"3059","09064","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","6/23/2012","1/29/2013","3/25/2013","8/5/2013",15601.93,15601.93,"$5.75 AC",3.29,2.853,0.9501,"Nipomo","San Luis Obispo","CA","93444","","no"
"3060","09065","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/7/2012","1/15/2013","2/28/2013","3/27/2013",14587.9,14587.9,"$5.75 AC",2.82,2.578,0.97331,"Nipomo","San Luis Obispo","CA","93444","","no"
"3061","09067","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/6/2012","1/29/2013","5/24/2013","6/3/2013",12841.5,14087.9,"$5.25 AC",2.82,2.446,0.968,"Nipomo","San Luis Obispo","CA","93444","","no"
"3062","09068","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/7/2012","1/29/2013","7/18/2013","7/26/2013",15601.93,15601.93,"$5.75 AC",3.29,2.853,0.9861,"Nipomo","San Luis Obispo","CA","93444","","no"
"3063","09070","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/12/2012","2/28/2013","4/30/2013","5/22/2013",25533.66,25533.66,"$7 AC",4.41,3.824,0.95,"San Jacinto","Riverside","CA","92583","GRID Alternatives","no"
"3064","09071","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","1/4/2013","","7/31/2013","8/26/2013",12548.49,12548.49,"$6.5 AC",2.695,2.34,0.9959,"San Bernardino","San Bernardino","CA","92411","","no"
"3065","09073","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","11/1/2012","1/9/2013","2/28/2013","5/1/2013",24508.36,24508.36,"$6.5 AC",5.635,4.893,0.98895,"Cathedral City","Riverside","CA","92234","","no"
"3066","09074","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/29/2014","1/30/2015","7/31/2015","8/14/2015",8323.76,14693.76,"$7.00 AC",3.64,3.136,0.9817,"Barstow","San Bernardino","CA","92311","","no"
"3067","09075","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/24/2012","1/24/2013","3/31/2013","4/22/2013",18315.1,18315.1,"$6 AC",4.165,3.616,1,"Cathedral City","Riverside","CA","92234","","no"
"3068","09076","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","9/18/2013","4/18/2014","7/28/2014","9/4/2014",17392.29,17392.29,"$7 AC",3.76,3.286,0.99621,"Red Bluff","Tehama","CA","96080","","no"
"3069","09077","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","2/7/2013","3/31/2013","4/16/2013",13253.34,13253.34,"$5.75 AC",2.82,2.446,0.96149,"Nipomo","San Luis Obispo","CA","93444","","no"
"3070","09078","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","2/12/2013","3/25/2013","8/5/2013",15156.76,15156.76,"$5.75 AC",3.29,2.853,0.9769,"Nipomo","San Luis Obispo","CA","93444","","no"
"3071","09079","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","7/6/2012","2/7/2013","5/24/2013","6/3/2013",13253.34,13253.34,"$5.75 AC",2.82,2.446,0.9649,"Nipomo","San Luis Obispo","CA","93444","","no"
"3072","09080","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","1/21/2013","7/18/2013","7/26/2013",13253.34,13253.34,"$5.75 AC",2.82,2.446,1,"Nipomo","San Luis Obispo","CA","93444","","no"
"3073","09081","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","1/21/2013","2/28/2013","3/27/2013",11618.5,13356.46,"$4.75 AC",2.82,2.446,0.97652,"Nipomo","San Luis Obispo","CA","93444","","no"
"3074","09082","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","2/15/2013","3/25/2013","8/5/2013",15156.76,15156.76,"$5.75 AC",3.29,2.853,0.97331,"Nipomo","San Luis Obispo","CA","93444","","no"
"3075","09083","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/11/2012","12/12/2012","2/28/2013","3/22/2013",15382.84,15382.84,"$6 AC",3.04,2.611,0.99975,"Palm Desert","Riverside","CA","92211","GRID Alternatives","no"
"3076","09084","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","2/7/2013","3/31/2013","4/16/2013",13487.45,13487.45,"$7 AC",2.82,2.446,0.95099,"Nipomo","San Luis Obispo","CA","93444","","no"
"3077","09088","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","2/4/2013","8/16/2013","9/30/2013","10/25/2013",14293.4,14293.4,"$7 AC",2.45,2.127,0.95669,"Sun City","Riverside","CA","92586","","no"
"3078","09090","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/18/2012","1/10/2013","2/28/2013","3/27/2013",15601.93,15601.93,"$5.75 AC",3.29,2.853,0.9744,"Nipomo","San Luis Obispo","CA","93444","","no"
"3079","09091","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","8/7/2012","1/14/2013","3/31/2013","4/16/2013",11618.5,14087.9,"$4.75 AC",2.82,2.446,0.88948,"Nipomo","San Luis Obispo","CA","93444","","no"
"3080","09092","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/15/2013","9/4/2014","3/26/2015","4/10/2015",10041.5,15359.41,"$4.75 AC",2.45,2.114,0.94471,"San Diego","San Diego","CA","92154","","no"
"3081","09093","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","3/22/2013","5/9/2013","6/16/2013","6/21/2013",14355.14,14355.14,"$7 AC",3.675,3.155,0.9214,"San Diego","San Diego","CA","92114","","no"
"3082","09094","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/15/2012","10/14/2013","2/28/2013","3/22/2013",28428,30209.66,"$6 AC",5.39,4.738,1,"San Diego","San Diego","CA","92114","","no"
"3083","09099","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","12/3/2012","12/4/2013","1/31/2014","2/21/2014",19836.1,19836.1,"$7.00 AC",3.43,2.978,0.9752,"Redlands","San Bernardino","CA","92374","","no"
"3084","09102","Completed","Grid Alternatives","Pacific Gas and Electric Company (PG&E)","SASH 1.0","Single-Family Affordable Solar Housing","12/4/2012","7/15/2013","11/30/2013","12/12/2013",15111.65,15111.65,"$7 AC",3.185,2.766,0.96623,"Redwood Valley","Mendocino","CA","95470","","no"
"3085","09103","Completed","Grid Alternatives","Southern California Edison (SCE)","SASH 1.0","Single-Family Affordable Solar Housing","10/18/2012","3/7/2013","6/24/2013","7/9/2013",30447.3,30447.3,"$7 AC",4.9,4.352,0.972,"Hacienda Heights","Los Angeles","CA","91745","","no"
"3086","09106","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2012","4/24/2013","2/28/2013","3/11/2013",30149,31772.65,"$7 AC",4.9,4.307,0.955,"San Diego","San Diego","CA","92114","","no"
"3087","09107","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2012","6/3/2014","9/17/2014","9/23/2014",19858.13,19858.13,"$7 AC",3.92,3.422,0.97846,"San Diego","San Diego","CA","92114","","no"
"3088","09108","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2012","1/28/2013","3/31/2013","4/12/2013",24451,24451,"$7 AC",4,3.493,0.97644,"San Diego","San Diego","CA","92139","GRID Alternatives","no"
"3089","09109","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/22/2012","1/29/2013","3/25/2013","3/29/2013",20169.91,20169.91,"$7 AC",4.9,4.277,1,"San Diego","San Diego","CA","92114","","no"
"3090","09111","Completed","Grid Alternatives","San Diego Gas & Electric (SDG&E)","SASH 1.0","Single-Family Affordable Solar Housing","10/16/2012","10/14/2013","2/28/2013","3/11/2013",16454,3750,"$4.75 AC",3.995,3.464,1,"San Diego","San Diego","CA","92114","","no"
